Table_Number,Table_name,Table_sub_name,Breakdown,Section,Units,Value,Time_Period
Table 16,Selected livestock numbers,At 30 June 2023,Total sheep,Maori farms total,Number,1152200,2023
Table 16,Selected livestock numbers,At 30 June 2023,Total sheep,All New Zealand farms total,Number,24359300,2023
Table 16,Selected livestock numbers,At 30 June 2023,Total sheep,Maori farms' share of NZ total,Percent,4.7,2023
Table 16,Selected livestock numbers,At 30 June 2023,Total sheep,Average per Maori farm,Number,4154,2023
Table 16,Selected livestock numbers,At 30 June 2023,Total sheep,Average per NZ farm,Number,1604,2023
Table 16,Selected livestock numbers,At 30 June 2023,Total beef cattle,Maori farms total,Number,204300,2023
Table 16,Selected livestock numbers,At 30 June 2023,Total beef cattle,All New Zealand farms total,Number,3654000,2023
Table 16,Selected livestock numbers,At 30 June 2023,Total beef cattle,Maori farms' share of NZ total,Percent,5.6,2023
Table 16,Selected livestock numbers,At 30 June 2023,Total beef cattle,Average per Maori farm,Number,453,2023
Table 16,Selected livestock numbers,At 30 June 2023,Total beef cattle,Average per NZ farm,Number,168,2023
Table 16,Selected livestock numbers,At 30 June 2023,Total dairy cattle,Maori farms total,Number,154900,2023
Table 16,Selected livestock numbers,At 30 June 2023,Total dairy cattle,All New Zealand farms total,Number,5884600,2023
Table 16,Selected livestock numbers,At 30 June 2023,Total dairy cattle,Maori farms' share of NZ total,Percent,2.6,2023
Table 16,Selected livestock numbers,At 30 June 2023,Total dairy cattle,Average per Maori farm,Number,742,2023
Table 16,Selected livestock numbers,At 30 June 2023,Total dairy cattle,Average per NZ farm,Number,484,2023
Table 16,Selected livestock numbers,At 30 June 2023,Total deer,Maori farms total,Number,11400,2023
Table 16,Selected livestock numbers,At 30 June 2023,Total deer,All New Zealand farms total,Number,741600,2023
Table 16,Selected livestock numbers,At 30 June 2023,Total deer,Maori farms' share of NZ total,Percent,1.5,2023
Table 16,Selected livestock numbers,At 30 June 2023,Total deer,Average per Maori farm,Number,787,2023
Table 16,Selected livestock numbers,At 30 June 2023,Total deer,Average per NZ farm,Number,610,2023
Table 16,Selected livestock numbers,At 30 June 2023,Breeding ewes and hoggets,Maori farms total,Number,856100,2023
Table 16,Selected livestock numbers,At 30 June 2023,Breeding ewes and hoggets,All New Zealand farms total,Number,16594400,2023
Table 16,Selected livestock numbers,At 30 June 2023,Breeding ewes and hoggets,Maori farms' share of NZ total,Percent,5.2,2023
Table 16,Selected livestock numbers,At 30 June 2023,Breeding ewes and hoggets,Average per Maori farm,Number,3425,2023
Table 16,Selected livestock numbers,At 30 June 2023,Breeding ewes and hoggets,Average per NZ farm,Number,1273,2023
Table 16,Selected livestock numbers,At 30 June 2023,Beef breeding cows and heifers,Maori farms total,Number,65000,2023
Table 16,Selected livestock numbers,At 30 June 2023,Beef breeding cows and heifers,All New Zealand farms total,Number,989300,2023
Table 16,Selected livestock numbers,At 30 June 2023,Beef breeding cows and heifers,Maori farms' share of NZ total,Percent,6.6,2023
Table 16,Selected livestock numbers,At 30 June 2023,Beef breeding cows and heifers,Average per Maori farm,Number,273,2023
Table 16,Selected livestock numbers,At 30 June 2023,Beef breeding cows and heifers,Average per NZ farm,Number,112,2023
Table 16,Selected livestock numbers,At 30 June 2023,Milking cows and heifers,Maori farms total,Number,118900,2023
Table 16,Selected livestock numbers,At 30 June 2023,Milking cows and heifers,All New Zealand farms total,Number,4625200,2023
Table 16,Selected livestock numbers,At 30 June 2023,Milking cows and heifers,Maori farms' share of NZ total,Percent,2.6,2023
Table 16,Selected livestock numbers,At 30 June 2023,Milking cows and heifers,Average per Maori farm,Number,631,2023
Table 16,Selected livestock numbers,At 30 June 2023,Milking cows and heifers,Average per NZ farm,Number,441,2023
Table 16,Selected livestock numbers,During year ended 30 June 2023,Total lambs tailed during the year,Maori farms total,Number,1063000,2023
Table 16,Selected livestock numbers,During year ended 30 June 2023,Total lambs tailed during the year,All New Zealand farms total,Number,21040400,2023
Table 16,Selected livestock numbers,During year ended 30 June 2023,Total lambs tailed during the year,Maori farms' share of NZ total,Percent,5.1,2023
Table 16,Selected livestock numbers,During year ended 30 June 2023,Total lambs tailed during the year,Average per Maori farm,Number,4056,2023
Table 16,Selected livestock numbers,During year ended 30 June 2023,Total lambs tailed during the year,Average per NZ farm,Number,1486,2023
Table 17,Selected farm practices,During the year ended 30 June 2023,Tonnes of fertiliser applied,Maori farms total,Number,52400,2023
Table 17,Selected farm practices,During the year ended 30 June 2023,Tonnes of fertiliser applied,All New Zealand farms total,Number,1531800,2023
Table 17,Selected farm practices,During the year ended 30 June 2023,Tonnes of fertiliser applied,Maori farms' share of NZ total,Percent,3.4,2023
Table 17,Selected farm practices,During the year ended 30 June 2023,Tonnes of fertiliser applied,Average per hectare of grassland on Maori farms,Number,0.15,2023
Table 17,Selected farm practices,During the year ended 30 June 2023,Tonnes of fertiliser applied,Average per hectare of grassland on NZ farms,Number,0.22,2023
Table 17,Selected farm practices,During the year ended 30 June 2023,Tonnes of lime and dolomite applied,Maori farms total,Number,16400,2023
Table 17,Selected farm practices,During the year ended 30 June 2023,Tonnes of lime and dolomite applied,All New Zealand farms total,Number,751700,2023
Table 17,Selected farm practices,During the year ended 30 June 2023,Tonnes of lime and dolomite applied,Maori farms' share of NZ total,Percent,2.2,2023
Table 17,Selected farm practices,During the year ended 30 June 2023,Tonnes of lime and dolomite applied,Average per hectare of grassland on Maori farms,Number,0.05,2023
Table 17,Selected farm practices,During the year ended 30 June 2023,Tonnes of lime and dolomite applied,Average per hectare of grassland on NZ farms,Number,0.11,2023
Table 18,National statistics for Maori-owned farms,As at 30 June 2017-2023,Land use,Grassland,Hectares,349562,2017
Table 18,National statistics for Maori-owned farms,As at 30 June 2017-2023,Land use,Tussock and danthonia used for grazing (whether oversown or not),Hectares,45580,2017
Table 18,National statistics for Maori-owned farms,As at 30 June 2017-2023,Land use,Horticultural land and land prepared for horticulture (include covered areas and vegetable land),Hectares,3801,2017
Table 18,National statistics for Maori-owned farms,As at 30 June 2017-2023,Land use,Grassland,Hectares,334449,2018
Table 18,National statistics for Maori-owned farms,As at 30 June 2017-2023,Land use,Tussock and danthonia used for grazing (whether oversown or not),Hectares,55714,2018
Table 18,National statistics for Maori-owned farms,As at 30 June 2017-2023,Land use,Horticultural land and land prepared for horticulture (include covered areas and vegetable land),Hectares,3833,2018
Table 18,National statistics for Maori-owned farms,As at 30 June 2017-2023,Land use,Grassland,Hectares,346017,2019
Table 18,National statistics for Maori-owned farms,As at 30 June 2017-2023,Land use,Tussock and danthonia used for grazing (whether oversown or not),Hectares,58754,2019
Table 18,National statistics for Maori-owned farms,As at 30 June 2017-2023,Land use,Horticultural land and land prepared for horticulture (include covered areas and vegetable land),Hectares,3921,2019
Table 18,National statistics for Maori-owned farms,As at 30 June 2017-2023,Land use,Grassland,Hectares,346562,2020
Table 18,National statistics for Maori-owned farms,As at 30 June 2017-2023,Land use,Tussock and danthonia used for grazing (whether oversown or not),Hectares,44607,2020
Table 18,National statistics for Maori-owned farms,As at 30 June 2017-2023,Land use,Horticultural land and land prepared for horticulture (include covered areas and vegetable land),Hectares,4138,2020
Table 18,National statistics for Maori-owned farms,As at 30 June 2017-2023,Land use,Grassland,Hectares,344503,2021
Table 18,National statistics for Maori-owned farms,As at 30 June 2017-2023,Land use,Tussock and danthonia used for grazing (whether oversown or not),Hectares,49401,2021
Table 18,National statistics for Maori-owned farms,As at 30 June 2017-2023,Land use,Horticultural land and land prepared for horticulture (include covered areas and vegetable land),Hectares,4129,2021
Table 18,National statistics for Maori-owned farms,As at 30 June 2017-2023,Land use,Grassland,Hectares,326051,2022
Table 18,National statistics for Maori-owned farms,As at 30 June 2017-2023,Land use,Tussock and danthonia used for grazing (whether oversown or not),Hectares,44738,2022
Table 18,National statistics for Maori-owned farms,As at 30 June 2017-2023,Land use,Horticultural land and land prepared for horticulture (include covered areas and vegetable land),Hectares,4259,2022
Table 18,National statistics for Maori-owned farms,As at 30 June 2017-2023,Land use,Grassland,Hectares,352155,2023
Table 18,National statistics for Maori-owned farms,As at 30 June 2017-2023,Land use,Tussock and danthonia used for grazing (whether oversown or not),Hectares,27846,2023
Table 18,National statistics for Maori-owned farms,As at 30 June 2017-2023,Land use,Horticultural land and land prepared for horticulture (include covered areas and vegetable land),Hectares,5069,2023
Table 18,National statistics for Maori-owned farms,As at 30 June 2017-2023,Counts of livestock and chickens,Total beef cattle,Counts,206327,2017
Table 18,National statistics for Maori-owned farms,As at 30 June 2017-2023,Counts of livestock and chickens,Total sheep,Counts,1310647,2017
Table 18,National statistics for Maori-owned farms,As at 30 June 2017-2023,Counts of livestock and chickens,Total dairy cattle,Counts,170662,2017
Table 18,National statistics for Maori-owned farms,As at 30 June 2017-2023,Counts of livestock and chickens,Total deer,Counts,15474,2017
Table 18,National statistics for Maori-owned farms,As at 30 June 2017-2023,Counts of livestock and chickens,Total pigs,Counts,116,2017
Table 18,National statistics for Maori-owned farms,As at 30 June 2017-2023,Counts of livestock and chickens,Chicken hens for egg production (layers),Counts,245,2017
Table 18,National statistics for Maori-owned farms,As at 30 June 2017-2023,Counts of livestock and chickens,Total beef cattle,Counts,213403,2018
Table 18,National statistics for Maori-owned farms,As at 30 June 2017-2023,Counts of livestock and chickens,Total sheep,Counts,1271892,2018
Table 18,National statistics for Maori-owned farms,As at 30 June 2017-2023,Counts of livestock and chickens,Total dairy cattle,Counts,165474,2018
Table 18,National statistics for Maori-owned farms,As at 30 June 2017-2023,Counts of livestock and chickens,Total deer,Counts,12619,2018
Table 18,National statistics for Maori-owned farms,As at 30 June 2017-2023,Counts of livestock and chickens,Total pigs,Counts,157,2018
Table 18,National statistics for Maori-owned farms,As at 30 June 2017-2023,Counts of livestock and chickens,Chicken hens for egg production (layers),Counts,191,2018
Table 18,National statistics for Maori-owned farms,As at 30 June 2017-2023,Counts of livestock and chickens,Total beef cattle,Counts,229854,2019
Table 18,National statistics for Maori-owned farms,As at 30 June 2017-2023,Counts of livestock and chickens,Total sheep,Counts,1319430,2019
Table 18,National statistics for Maori-owned farms,As at 30 June 2017-2023,Counts of livestock and chickens,Total dairy cattle,Counts,165442,2019
Table 18,National statistics for Maori-owned farms,As at 30 June 2017-2023,Counts of livestock and chickens,Total deer,Counts,20417,2019
Table 18,National statistics for Maori-owned farms,As at 30 June 2017-2023,Counts of livestock and chickens,Total pigs,Counts,100,2019
Table 18,National statistics for Maori-owned farms,As at 30 June 2017-2023,Counts of livestock and chickens,Chicken hens for egg production (layers),Counts,382,2019
Table 18,National statistics for Maori-owned farms,As at 30 June 2017-2023,Counts of livestock and chickens,Total beef cattle,Counts,226599,2020
Table 18,National statistics for Maori-owned farms,As at 30 June 2017-2023,Counts of livestock and chickens,Total sheep,Counts,1277389,2020
Table 18,National statistics for Maori-owned farms,As at 30 June 2017-2023,Counts of livestock and chickens,Total dairy cattle,Counts,159411,2020
Table 18,National statistics for Maori-owned farms,As at 30 June 2017-2023,Counts of livestock and chickens,Total deer,Counts,14613,2020
Table 18,National statistics for Maori-owned farms,As at 30 June 2017-2023,Counts of livestock and chickens,Total pigs,Counts,32,2020
Table 18,National statistics for Maori-owned farms,As at 30 June 2017-2023,Counts of livestock and chickens,Chicken hens for egg production (layers),Counts,221,2020
Table 18,National statistics for Maori-owned farms,As at 30 June 2017-2023,Counts of livestock and chickens,Total beef cattle,Counts,218451,2021
Table 18,National statistics for Maori-owned farms,As at 30 June 2017-2023,Counts of livestock and chickens,Total sheep,Counts,1306286,2021
Table 18,National statistics for Maori-owned farms,As at 30 June 2017-2023,Counts of livestock and chickens,Total dairy cattle,Counts,162325,2021
Table 18,National statistics for Maori-owned farms,As at 30 June 2017-2023,Counts of livestock and chickens,Total deer,Counts,11710,2021
Table 18,National statistics for Maori-owned farms,As at 30 June 2017-2023,Counts of livestock and chickens,Total pigs,Counts,98,2021
Table 18,National statistics for Maori-owned farms,As at 30 June 2017-2023,Counts of livestock and chickens,Chicken hens for egg production (layers),Counts,2716,2021
Table 18,National statistics for Maori-owned farms,As at 30 June 2017-2023,Counts of livestock and chickens,Total beef cattle,Counts,208822,2022
Table 18,National statistics for Maori-owned farms,As at 30 June 2017-2023,Counts of livestock and chickens,Total sheep,Counts,1172841,2022
Table 18,National statistics for Maori-owned farms,As at 30 June 2017-2023,Counts of livestock and chickens,Total dairy cattle,Counts,173337,2022
Table 18,National statistics for Maori-owned farms,As at 30 June 2017-2023,Counts of livestock and chickens,Total deer,Counts,10589,2022
Table 18,National statistics for Maori-owned farms,As at 30 June 2017-2023,Counts of livestock and chickens,Total pigs,Counts,4086,2022
Table 18,National statistics for Maori-owned farms,As at 30 June 2017-2023,Counts of livestock and chickens,Chicken hens for egg production (layers),Counts,154,2022
Table 18,National statistics for Maori-owned farms,As at 30 June 2017-2023,Counts of livestock and chickens,Total beef cattle,Counts,204296,2023
Table 18,National statistics for Maori-owned farms,As at 30 June 2017-2023,Counts of livestock and chickens,Total sheep,Counts,1152220,2023
Table 18,National statistics for Maori-owned farms,As at 30 June 2017-2023,Counts of livestock and chickens,Total dairy cattle,Counts,154880,2023
Table 18,National statistics for Maori-owned farms,As at 30 June 2017-2023,Counts of livestock and chickens,Total deer,Counts,11404,2023
Table 18,National statistics for Maori-owned farms,As at 30 June 2017-2023,Counts of livestock and chickens,Total pigs,Counts,4559,2023
Table 18,National statistics for Maori-owned farms,As at 30 June 2017-2023,Counts of livestock and chickens,Chicken hens for egg production (layers),Counts,358,2023
Table 19,Selected business activities,By business type,Maori authorities,Research and Development,Percent,18,2023
Table 19,Selected business activities,By business type,Maori authorities,Export,Percent,11,2023
Table 19,Selected business activities,By business type,Maori authorities,Innovation,Percent,66,2023
Table 19,Selected business activities,By business type,Maori authorities-Primary industry,Research and Development,Percent,13,2023
Table 19,Selected business activities,By business type,Maori authorities-Primary industry,Export,Percent,17,2023
Table 19,Selected business activities,By business type,Maori authorities-Primary industry,Innovation,Percent,57,2023
Table 19,Selected business activities,By business type,Maori authorities-Other industries,Research and Development,Percent,21,2023
Table 19,Selected business activities,By business type,Maori authorities-Other industries,Export,Percent,6,2023
Table 19,Selected business activities,By business type,Maori authorities-Other industries,Innovation,Percent,72,2023
Table 19,Selected business activities,By business type,Other Maori enterprises,Research and Development,Percent,13,2023
Table 19,Selected business activities,By business type,Other Maori enterprises,Export,Percent,11,2023
Table 19,Selected business activities,By business type,Other Maori enterprises,Innovation,Percent,67,2023
Table 19,Selected business activities,By business type,All New Zealand businesses,Research and Development,Percent,10,2023
Table 19,Selected business activities,By business type,All New Zealand businesses,Export,Percent,12,2023
Table 19,Selected business activities,By business type,All New Zealand businesses,Innovation,Percent,58,2023
Table 20,Business finance,By business type,Maori authorities,Businesses who requested equity or debt,Percent,18,2021
Table 20,Business finance,By business type,Maori authorities- Primary industry,Businesses who requested equity or debt,Percent,21,2021
Table 20,Business finance,By business type,Maori authorities- Other industries,Businesses who requested equity or debt,Percent,16,2021
Table 20,Business finance,By business type,Other Maori enterprises,Businesses who requested equity or debt,Percent,34,2021
Table 20,Business finance,By business type,All New Zealand businesses,Businesses who requested equity or debt,Percent,27,2021
Table 20,Business finance,By business type,Maori authorities,Businesses who requested equity or debt,Percent,22,2022
Table 20,Business finance,By business type,Maori authorities- Primary industry,Businesses who requested equity or debt,Percent,23,2022
Table 20,Business finance,By business type,Maori authorities- Other industries,Businesses who requested equity or debt,Percent,22,2022
Table 20,Business finance,By business type,Other Maori enterprises,Businesses who requested equity or debt,Percent,35,2022
Table 20,Business finance,By business type,All New Zealand businesses,Businesses who requested equity or debt,Percent,25,2022
Table 20,Business finance,By business type,Maori authorities,Businesses who requested equity or debt,Percent,24,2023
Table 20,Business finance,By business type,Maori authorities- Primary industry,Businesses who requested equity or debt,Percent,37,2023
Table 20,Business finance,By business type,Maori authorities- Other industries,Businesses who requested equity or debt,Percent,15,2023
Table 20,Business finance,By business type,Other Maori enterprises,Businesses who requested equity or debt,Percent,40,2023
Table 20,Business finance,By business type,All New Zealand businesses,Businesses who requested equity or debt,Percent,27,2023
Table 20,Business finance,By business type,Maori authorities,Debt funds available on acceptable terms,Percent,17,2021
Table 20,Business finance,By business type,Maori authorities- Primary industry,Debt funds available on acceptable terms,Percent,18,2021
Table 20,Business finance,By business type,Maori authorities- Other industries,Debt funds available on acceptable terms,Percent,16,2021
Table 20,Business finance,By business type,Other Maori enterprises,Debt funds available on acceptable terms,Percent,31,2021
Table 20,Business finance,By business type,All New Zealand businesses,Debt funds available on acceptable terms,Percent,24,2021
Table 20,Business finance,By business type,Maori authorities,Debt funds available on acceptable terms,Percent,20,2022
Table 20,Business finance,By business type,Maori authorities- Primary industry,Debt funds available on acceptable terms,Percent,18,2022
Table 20,Business finance,By business type,Maori authorities- Other industries,Debt funds available on acceptable terms,Percent,22,2022
Table 20,Business finance,By business type,Other Maori enterprises,Debt funds available on acceptable terms,Percent,31,2022
Table 20,Business finance,By business type,All New Zealand businesses,Debt funds available on acceptable terms,Percent,21,2022
Table 20,Business finance,By business type,Maori authorities,Debt funds available on acceptable terms,Percent,22,2023
Table 20,Business finance,By business type,Maori authorities- Primary industry,Debt funds available on acceptable terms,Percent,30,2023
Table 20,Business finance,By business type,Maori authorities- Other industries,Debt funds available on acceptable terms,Percent,11,2023
Table 20,Business finance,By business type,Other Maori enterprises,Debt funds available on acceptable terms,Percent,37,2023
Table 20,Business finance,By business type,All New Zealand businesses,Debt funds available on acceptable terms,Percent,19,2023
Table 20,Business finance,By business type,Maori authorities,Equity funds available on acceptable terms,Percent,7,2021
Table 20,Business finance,By business type,Maori authorities- Primary industry,Equity funds available on acceptable terms,Percent,9,2021
Table 20,Business finance,By business type,Maori authorities- Other industries,Equity funds available on acceptable terms,Percent,6,2021
Table 20,Business finance,By business type,Other Maori enterprises,Equity funds available on acceptable terms,Percent,14,2021
Table 20,Business finance,By business type,All New Zealand businesses,Equity funds available on acceptable terms,Percent,10,2021
Table 20,Business finance,By business type,Maori authorities,Equity funds available on acceptable terms,Percent,5,2022
Table 20,Business finance,By business type,Maori authorities- Primary industry,Equity funds available on acceptable terms,Percent,7,2022
Table 20,Business finance,By business type,Maori authorities- Other industries,Equity funds available on acceptable terms,Percent,C,2022
Table 20,Business finance,By business type,Other Maori enterprises,Equity funds available on acceptable terms,Percent,17,2022
Table 20,Business finance,By business type,All New Zealand businesses,Equity funds available on acceptable terms,Percent,10,2022
Table 20,Business finance,By business type,Maori authorities,Equity funds available on acceptable terms,Percent,4,2023
Table 20,Business finance,By business type,Maori authorities- Primary industry,Equity funds available on acceptable terms,Percent,C,2023
Table 20,Business finance,By business type,Maori authorities- Other industries,Equity funds available on acceptable terms,Percent,C,2023
Table 20,Business finance,By business type,Other Maori enterprises,Equity funds available on acceptable terms,Percent,15,2023
Table 20,Business finance,By business type,All New Zealand businesses,Equity funds available on acceptable terms,Percent,8,2023
Table 21,Percentage of skilled and unskilled roles,By business type,Maori authorities,Skilled roles,Percent,66,2023
Table 21,Percentage of skilled and unskilled roles,By business type,Maori authorities,Unskilled roles,Percent,33,2023
Table 21,Percentage of skilled and unskilled roles,By business type,Maori authorities-Primary industry,Skilled roles,Percent,70,2023
Table 21,Percentage of skilled and unskilled roles,By business type,Maori authorities-Primary industry,Unskilled roles,Percent,29,2023
Table 21,Percentage of skilled and unskilled roles,By business type,Maori authorities- Other industries,Skilled roles,Percent,64,2023
Table 21,Percentage of skilled and unskilled roles,By business type,Maori authorities- Other industries,Unskilled roles,Percent,36,2023
Table 21,Percentage of skilled and unskilled roles,By business type,Other Maori enterprises,Skilled roles,Percent,69,2023
Table 21,Percentage of skilled and unskilled roles,By business type,Other Maori enterprises,Unskilled roles,Percent,32,2023
Table 21,Percentage of skilled and unskilled roles,By business type,All New Zealand businesses,Skilled roles,Percent,68,2023
Table 21,Percentage of skilled and unskilled roles,By business type,All New Zealand businesses,Unskilled roles,Percent,32,2023
Table 22,Changes to business performance in the last financial year,By business type,Total sales of goods and services,Maori authorities-Decreased,Percent,32,2023
Table 22,Changes to business performance in the last financial year,By business type,Total sales of goods and services,Maori authorities-Stayed the same,Percent,18,2023
Table 22,Changes to business performance in the last financial year,By business type,Total sales of goods and services,Maori authorities-Increased,Percent,45,2023
Table 22,Changes to business performance in the last financial year,By business type,Total sales of goods and services,Maori authorities-Don't know,Percent,6,2023
Table 22,Changes to business performance in the last financial year,By business type,Profitability,Maori authorities-Decreased,Percent,49,2023
Table 22,Changes to business performance in the last financial year,By business type,Profitability,Maori authorities-Stayed the same,Percent,20,2023
Table 22,Changes to business performance in the last financial year,By business type,Profitability,Maori authorities-Increased,Percent,28,2023
Table 22,Changes to business performance in the last financial year,By business type,Profitability,Maori authorities-Don't know,Percent,4,2023
Table 22,Changes to business performance in the last financial year,By business type,Productivity,Maori authorities-Decreased,Percent,23,2023
Table 22,Changes to business performance in the last financial year,By business type,Productivity,Maori authorities-Stayed the same,Percent,42,2023
Table 22,Changes to business performance in the last financial year,By business type,Productivity,Maori authorities-Increased,Percent,28,2023
Table 22,Changes to business performance in the last financial year,By business type,Productivity,Maori authorities-Don't know,Percent,8,2023
Table 22,Changes to business performance in the last financial year,By business type,Market share,Maori authorities-Decreased,Percent,7,2023
Table 22,Changes to business performance in the last financial year,By business type,Market share,Maori authorities-Stayed the same,Percent,38,2023
Table 22,Changes to business performance in the last financial year,By business type,Market share,Maori authorities-Increased,Percent,12,2023
Table 22,Changes to business performance in the last financial year,By business type,Market share,Maori authorities-Don't know,Percent,44,2023
Table 22,Changes to business performance in the last financial year,By business type,Total sales of goods and services,Other Maori enterprises- Decreased,Percent,19,2023
Table 22,Changes to business performance in the last financial year,By business type,Total sales of goods and services,Other Maori enterprises- Stayed the same,Percent,21,2023
Table 22,Changes to business performance in the last financial year,By business type,Total sales of goods and services,Other Maori enterprises- Increased,Percent,56,2023
Table 22,Changes to business performance in the last financial year,By business type,Total sales of goods and services,Other Maori enterprises- Don't know,Percent,4,2023
Table 22,Changes to business performance in the last financial year,By business type,Profitability,Other Maori enterprises- Decreased,Percent,40,2023
Table 22,Changes to business performance in the last financial year,By business type,Profitability,Other Maori enterprises- Stayed the same,Percent,18,2023
Table 22,Changes to business performance in the last financial year,By business type,Profitability,Other Maori enterprises- Increased,Percent,38,2023
Table 22,Changes to business performance in the last financial year,By business type,Profitability,Other Maori enterprises- Don't know,Percent,3,2023
Table 22,Changes to business performance in the last financial year,By business type,Productivity,Other Maori enterprises- Decreased,Percent,19,2023
Table 22,Changes to business performance in the last financial year,By business type,Productivity,Other Maori enterprises- Stayed the same,Percent,39,2023
Table 22,Changes to business performance in the last financial year,By business type,Productivity,Other Maori enterprises- Increased,Percent,35,2023
Table 22,Changes to business performance in the last financial year,By business type,Productivity,Other Maori enterprises- Don't know,Percent,7,2023
Table 22,Changes to business performance in the last financial year,By business type,Market share,Other Maori enterprises- Decreased,Percent,8,2023
Table 22,Changes to business performance in the last financial year,By business type,Market share,Other Maori enterprises- Stayed the same,Percent,37,2023
Table 22,Changes to business performance in the last financial year,By business type,Market share,Other Maori enterprises- Increased,Percent,26,2023
Table 22,Changes to business performance in the last financial year,By business type,Market share,Other Maori enterprises- Don't know,Percent,29,2023
Table 22,Changes to business performance in the last financial year,By business type,Total sales of goods and services,All New Zealand businesses-Decreased,Percent,24,2023
Table 22,Changes to business performance in the last financial year,By business type,Total sales of goods and services,All New Zealand businesses-Stayed the same,Percent,21,2023
Table 22,Changes to business performance in the last financial year,By business type,Total sales of goods and services,All New Zealand businesses-Increased,Percent,52,2023
Table 22,Changes to business performance in the last financial year,By business type,Total sales of goods and services,All New Zealand businesses-Don't know,Percent,3,2023
Table 22,Changes to business performance in the last financial year,By business type,Profitability,All New Zealand businesses-Decreased,Percent,40,2023
Table 22,Changes to business performance in the last financial year,By business type,Profitability,All New Zealand businesses-Stayed the same,Percent,23,2023
Table 22,Changes to business performance in the last financial year,By business type,Profitability,All New Zealand businesses-Increased,Percent,33,2023
Table 22,Changes to business performance in the last financial year,By business type,Profitability,All New Zealand businesses-Don't know,Percent,4,2023
Table 22,Changes to business performance in the last financial year,By business type,Productivity,All New Zealand businesses-Decreased,Percent,19,2023
Table 22,Changes to business performance in the last financial year,By business type,Productivity,All New Zealand businesses-Stayed the same,Percent,44,2023
Table 22,Changes to business performance in the last financial year,By business type,Productivity,All New Zealand businesses-Increased,Percent,28,2023
Table 22,Changes to business performance in the last financial year,By business type,Productivity,All New Zealand businesses-Don't know,Percent,8,2023
Table 22,Changes to business performance in the last financial year,By business type,Market share,All New Zealand businesses-Decreased,Percent,11,2023
Table 22,Changes to business performance in the last financial year,By business type,Market share,All New Zealand businesses-Stayed the same,Percent,40,2023
Table 22,Changes to business performance in the last financial year,By business type,Market share,All New Zealand businesses-Increased,Percent,19,2023
Table 22,Changes to business performance in the last financial year,By business type,Market share,All New Zealand businesses-Don't know,Percent,31,2023
Table 23,Barriers to innovation,By business type,Cost to develop or introduce,Maori authorities - High degree,Percent,27,2023
Table 23,Barriers to innovation,By business type,Cost to develop or introduce,Other Maori enterprises - High degree,Percent,24,2023
Table 23,Barriers to innovation,By business type,Cost to develop or introduce,All New Zealand Businesses - High degree,Percent,23,2023
Table 23,Barriers to innovation,By business type,Cost to develop or introduce,Maori authorities - Medium degree,Percent,24,2023
Table 23,Barriers to innovation,By business type,Cost to develop or introduce,Other Maori enterprises - Medium degree,Percent,28,2023
Table 23,Barriers to innovation,By business type,Cost to develop or introduce,All New Zealand Businesses - Medium degree,Percent,22,2023
Table 23,Barriers to innovation,By business type,Cost to develop or introduce,Maori authorities - Low degree,Percent,15,2023
Table 23,Barriers to innovation,By business type,Cost to develop or introduce,Other Maori enterprises - Low degree,Percent,11,2023
Table 23,Barriers to innovation,By business type,Cost to develop or introduce,All New Zealand Businesses - Low degree,Percent,13,2023
Table 23,Barriers to innovation,By business type,Cost to develop or introduce,Maori authorities - Did not hamper,Percent,34,2023
Table 23,Barriers to innovation,By business type,Cost to develop or introduce,Other Maori enterprises - Did not hamper,Percent,36,2023
Table 23,Barriers to innovation,By business type,Cost to develop or introduce,All New Zealand Businesses - Did not hamper,Percent,42,2023
Table 23,Barriers to innovation,By business type,Lack of information,Maori authorities - High degree,Percent,14,2023
Table 23,Barriers to innovation,By business type,Lack of information,Other Maori enterprises - High degree,Percent,5,2023
Table 23,Barriers to innovation,By business type,Lack of information,All New Zealand Businesses - High degree,Percent,5,2023
Table 23,Barriers to innovation,By business type,Lack of information,Maori authorities - Medium degree,Percent,24,2023
Table 23,Barriers to innovation,By business type,Lack of information,Other Maori enterprises - Medium degree,Percent,13,2023
Table 23,Barriers to innovation,By business type,Lack of information,All New Zealand Businesses - Medium degree,Percent,16,2023
Table 23,Barriers to innovation,By business type,Lack of information,Maori authorities - Low degree,Percent,21,2023
Table 23,Barriers to innovation,By business type,Lack of information,Other Maori enterprises - Low degree,Percent,29,2023
Table 23,Barriers to innovation,By business type,Lack of information,All New Zealand Businesses - Low degree,Percent,21,2023
Table 23,Barriers to innovation,By business type,Lack of information,Maori authorities - Did not hamper,Percent,42,2023
Table 23,Barriers to innovation,By business type,Lack of information,Other Maori enterprises - Did not hamper,Percent,52,2023
Table 23,Barriers to innovation,By business type,Lack of information,All New Zealand Businesses - Did not hamper,Percent,59,2023
Table 23,Barriers to innovation,By business type,Lack of marketing expertise,Maori authorities - High degree,Percent,11,2023
Table 23,Barriers to innovation,By business type,Lack of marketing expertise,Other Maori enterprises - High degree,Percent,5,2023
Table 23,Barriers to innovation,By business type,Lack of marketing expertise,All New Zealand Businesses - High degree,Percent,6,2023
Table 23,Barriers to innovation,By business type,Lack of marketing expertise,Maori authorities - Medium degree,Percent,13,2023
Table 23,Barriers to innovation,By business type,Lack of marketing expertise,Other Maori enterprises - Medium degree,Percent,12,2023
