Table_Tau,Table_name,Table_sub_name,Breakdown,Section,Units,Value,Time_Period,Footnotes
Ripanga 15,Nga mahi umanga tipako,Ma te momo umanga,Te haumi hei whakawhanui umanga,Nga umanga tapoi Maori,Orau,17,2015,1 me 2 me 5 me 9
Ripanga 15,Nga mahi umanga tipako,Ma te momo umanga,Te haumi hei whakawhanui umanga,Nga umanga tapoi Maori,Orau,C,2016,1 me 2 me 5 me 9
Ripanga 15,Nga mahi umanga tipako,Ma te momo umanga,Te haumi hei whakawhanui umanga,Nga umanga tapoi Maori,Orau,11,2017,1 me 2 me 5 me 9
Ripanga 15,Nga mahi umanga tipako,Ma te momo umanga,Te haumi hei whakawhanui umanga,Nga umanga tapoi Maori,Orau,10,2018,1 me 2 me 5 me 9
Ripanga 15,Nga mahi umanga tipako,Ma te momo umanga,Te haumi hei whakawhanui umanga,Nga umanga tapoi Maori,Orau,18,2019,1 me 2 me 5 me 9
Ripanga 15,Nga mahi umanga tipako,Ma te momo umanga,Te haumi hei whakawhanui umanga,Nga umanga tapoi Maori,Orau,13,2020,1 me 2 me 4 me 5 me 9
Ripanga 15,Nga mahi umanga tipako,Ma te momo umanga,Te rangahau me te whakawhanaketanga,Nga umanga tapoi Maori,Orau,S,2011,1 me 2 me 5 me 9
Ripanga 15,Nga mahi umanga tipako,Ma te momo umanga,Te rangahau me te whakawhanaketanga,Nga umanga tapoi Maori,Orau,S,2012,1 me 2 me 5 me 9
Ripanga 15,Nga mahi umanga tipako,Ma te momo umanga,Te rangahau me te whakawhanaketanga,Nga umanga tapoi Maori,Orau,S,2013,1 me 2 me 5 me 9
Ripanga 15,Nga mahi umanga tipako,Ma te momo umanga,Te rangahau me te whakawhanaketanga,Nga umanga tapoi Maori,Orau,S,2014,1 me 2 me 5 me 9
Ripanga 15,Nga mahi umanga tipako,Ma te momo umanga,Te rangahau me te whakawhanaketanga,Nga umanga tapoi Maori,Orau,50,2015,1 me 2 me 5 me 9
Ripanga 15,Nga mahi umanga tipako,Ma te momo umanga,Te rangahau me te whakawhanaketanga,Nga umanga tapoi Maori,Orau,47,2016,1 me 2 me 5 me 9
Ripanga 15,Nga mahi umanga tipako,Ma te momo umanga,Te rangahau me te whakawhanaketanga,Nga umanga tapoi Maori,Orau,44,2017,1 me 2 me 5 me 9
Ripanga 15,Nga mahi umanga tipako,Ma te momo umanga,Te rangahau me te whakawhanaketanga,Nga umanga tapoi Maori,Orau,50,2018,1 me 2 me 5 me 9
Ripanga 15,Nga mahi umanga tipako,Ma te momo umanga,Te rangahau me te whakawhanaketanga,Nga umanga tapoi Maori,Orau,47,2019,1 me 2 me 5 me 9
Ripanga 15,Nga mahi umanga tipako,Ma te momo umanga,Te rangahau me te whakawhanaketanga,Nga umanga tapoi Maori,Orau,44,2020,1 me 2 me 4 me 5 me 9
Ripanga 15,Nga mahi umanga tipako,Ma te momo umanga,Nga hokonga tapoi,Nga umanga tapoi Maori,Orau,S,2011,1 me 2 me 5 me 9 me 10
Ripanga 15,Nga mahi umanga tipako,Ma te momo umanga,Nga hokonga tapoi,Nga umanga tapoi Maori,Orau,S,2012,1 me 2 me 5 me 9 me 10
Ripanga 15,Nga mahi umanga tipako,Ma te momo umanga,Nga hokonga tapoi,Nga umanga tapoi Maori,Orau,S,2013,1 me 2 me 5 me 9 me 10
Ripanga 15,Nga mahi umanga tipako,Ma te momo umanga,Nga hokonga tapoi,Nga umanga tapoi Maori,Orau,S,2014,1 me 2 me 5 me 9 me 10
Ripanga 15,Nga mahi umanga tipako,Ma te momo umanga,Nga hokonga tapoi,Nga umanga tapoi Maori,Orau,75,2015,1 me 2 me 5 me 9 me 10
Ripanga 15,Nga mahi umanga tipako,Ma te momo umanga,Nga hokonga tapoi,Nga umanga tapoi Maori,Orau,87,2016,1 me 2 me 5 me 9 me 10
Ripanga 15,Nga mahi umanga tipako,Ma te momo umanga,Nga hokonga tapoi,Nga umanga tapoi Maori,Orau,89,2017,1 me 2 me 5 me 9 me 10
Ripanga 15,Nga mahi umanga tipako,Ma te momo umanga,Nga hokonga tapoi,Nga umanga tapoi Maori,Orau,85,2018,1 me 2 me 5 me 9 me 10
Ripanga 15,Nga mahi umanga tipako,Ma te momo umanga,Nga hokonga tapoi,Nga umanga tapoi Maori,Orau,82,2019,1 me 2 me 5 me 9 me 10
Ripanga 15,Nga mahi umanga tipako,Ma te momo umanga,Nga hokonga tapoi,Nga umanga tapoi Maori,Orau,88,2020,1 me 2 me 4 me 5 me 9 me 10
Ripanga 15,Nga mahi umanga tipako,Ma te momo umanga,Nga hokonga ki tawahi,Nga uepu Maori,Orau,17,2011,1 me 2 me 5 me 7 me 8
Ripanga 15,Nga mahi umanga tipako,Ma te momo umanga,Nga hokonga ki tawahi,Nga uepu Maori,Orau,S,2012,1 me 2 me 5 me 7 me 8
Ripanga 15,Nga mahi umanga tipako,Ma te momo umanga,Nga hokonga ki tawahi,Nga uepu Maori,Orau,27,2013,1 me 2 me 5 me 7 me 8
Ripanga 15,Nga mahi umanga tipako,Ma te momo umanga,Nga hokonga ki tawahi,Nga uepu Maori,Orau,25,2014,1 me 2 me 5 me 7 me 8
Ripanga 15,Nga mahi umanga tipako,Ma te momo umanga,Nga hokonga ki tawahi,Nga uepu Maori,Orau,27,2015,1 me 2 me 5 me 7 me 8
Ripanga 15,Nga mahi umanga tipako,Ma te momo umanga,Nga hokonga ki tawahi,Nga uepu Maori,Orau,22,2016,1 me 2 me 5 me 7 me 8
Ripanga 15,Nga mahi umanga tipako,Ma te momo umanga,Nga hokonga ki tawahi,Nga uepu Maori,Orau,27,2017,1 me 2 me 5 me 7 me 8
Ripanga 15,Nga mahi umanga tipako,Ma te momo umanga,Nga hokonga ki tawahi,Nga uepu Maori,Orau,33,2018,1 me 2 me 5 me 7 me 8
Ripanga 15,Nga mahi umanga tipako,Ma te momo umanga,Nga hokonga ki tawahi,Nga uepu Maori,Orau,27,2019,1 me 2 me 5 me 7 me 8
Ripanga 15,Nga mahi umanga tipako,Ma te momo umanga,Nga hokonga ki tawahi,Nga uepu Maori,Orau,31,2020,1 me 2 me 4 me 5 me 7 me 8
Ripanga 15,Nga mahi umanga tipako,Ma te momo umanga,Te haumi hei whakawhanui umanga,Nga uepu Maori,Orau,17,2011,1 me 2 me 5 me 8
Ripanga 15,Nga mahi umanga tipako,Ma te momo umanga,Te haumi hei whakawhanui umanga,Nga uepu Maori,Orau,S,2012,1 me 2 me 5 me 8
Ripanga 15,Nga mahi umanga tipako,Ma te momo umanga,Te haumi hei whakawhanui umanga,Nga uepu Maori,Orau,C,2013,1 me 2 me 5 me 8
Ripanga 15,Nga mahi umanga tipako,Ma te momo umanga,Te haumi hei whakawhanui umanga,Nga uepu Maori,Orau,25,2014,1 me 2 me 5 me 8
Ripanga 15,Nga mahi umanga tipako,Ma te momo umanga,Te haumi hei whakawhanui umanga,Nga uepu Maori,Orau,13,2015,1 me 2 me 5 me 8
Ripanga 15,Nga mahi umanga tipako,Ma te momo umanga,Te haumi hei whakawhanui umanga,Nga uepu Maori,Orau,22,2016,1 me 2 me 5 me 8
Ripanga 15,Nga mahi umanga tipako,Ma te momo umanga,Te haumi hei whakawhanui umanga,Nga uepu Maori,Orau,18,2017,1 me 2 me 5 me 8
Ripanga 15,Nga mahi umanga tipako,Ma te momo umanga,Te haumi hei whakawhanui umanga,Nga uepu Maori,Orau,25,2018,1 me 2 me 5 me 8
Ripanga 15,Nga mahi umanga tipako,Ma te momo umanga,Te haumi hei whakawhanui umanga,Nga uepu Maori,Orau,18,2019,1 me 2 me 5 me 8
Ripanga 15,Nga mahi umanga tipako,Ma te momo umanga,Te haumi hei whakawhanui umanga,Nga uepu Maori,Orau,15,2020,1 me 2 me 4 me 5 me 8
Ripanga 15,Nga mahi umanga tipako,Ma te momo umanga,Te rangahau me te whakawhanaketanga,Nga uepu Maori,Orau,42,2011,1 me 2 me 5 me 8
Ripanga 15,Nga mahi umanga tipako,Ma te momo umanga,Te rangahau me te whakawhanaketanga,Nga uepu Maori,Orau,S,2012,1 me 2 me 5 me 8
Ripanga 15,Nga mahi umanga tipako,Ma te momo umanga,Te rangahau me te whakawhanaketanga,Nga uepu Maori,Orau,45,2013,1 me 2 me 5 me 8
Ripanga 15,Nga mahi umanga tipako,Ma te momo umanga,Te rangahau me te whakawhanaketanga,Nga uepu Maori,Orau,50,2014,1 me 2 me 5 me 8
Ripanga 15,Nga mahi umanga tipako,Ma te momo umanga,Te rangahau me te whakawhanaketanga,Nga uepu Maori,Orau,40,2015,1 me 2 me 5 me 8
Ripanga 15,Nga mahi umanga tipako,Ma te momo umanga,Te rangahau me te whakawhanaketanga,Nga uepu Maori,Orau,44,2016,1 me 2 me 5 me 8
Ripanga 15,Nga mahi umanga tipako,Ma te momo umanga,Te rangahau me te whakawhanaketanga,Nga uepu Maori,Orau,55,2017,1 me 2 me 5 me 8
Ripanga 15,Nga mahi umanga tipako,Ma te momo umanga,Te rangahau me te whakawhanaketanga,Nga uepu Maori,Orau,50,2018,1 me 2 me 5 me 8
Ripanga 15,Nga mahi umanga tipako,Ma te momo umanga,Te rangahau me te whakawhanaketanga,Nga uepu Maori,Orau,45,2019,1 me 2 me 5 me 8
Ripanga 15,Nga mahi umanga tipako,Ma te momo umanga,Te rangahau me te whakawhanaketanga,Nga uepu Maori,Orau,46,2020,1 me 2 me 4 me 5 me 8
Ripanga 15,Nga mahi umanga tipako,Ma te momo umanga,Nga hokonga tapoi,Nga uepu Maori,Orau,25,2011,1 me 2 me 5 me 8
Ripanga 15,Nga mahi umanga tipako,Ma te momo umanga,Nga hokonga tapoi,Nga uepu Maori,Orau,S,2012,1 me 2 me 5 me 8
Ripanga 15,Nga mahi umanga tipako,Ma te momo umanga,Nga hokonga tapoi,Nga uepu Maori,Orau,27,2013,1 me 2 me 5 me 8
Ripanga 15,Nga mahi umanga tipako,Ma te momo umanga,Nga hokonga tapoi,Nga uepu Maori,Orau,25,2014,1 me 2 me 5 me 8
Ripanga 15,Nga mahi umanga tipako,Ma te momo umanga,Nga hokonga tapoi,Nga uepu Maori,Orau,17,2015,1 me 2 me 5 me 8
Ripanga 15,Nga mahi umanga tipako,Ma te momo umanga,Nga hokonga tapoi,Nga uepu Maori,Orau,22,2016,1 me 2 me 5 me 8
Ripanga 15,Nga mahi umanga tipako,Ma te momo umanga,Nga hokonga tapoi,Nga uepu Maori,Orau,27,2017,1 me 2 me 5 me 8
Ripanga 15,Nga mahi umanga tipako,Ma te momo umanga,Nga hokonga tapoi,Nga uepu Maori,Orau,25,2018,1 me 2 me 5 me 8
Ripanga 15,Nga mahi umanga tipako,Ma te momo umanga,Nga hokonga tapoi,Nga uepu Maori,Orau,27,2019,1 me 2 me 5 me 8
Ripanga 15,Nga mahi umanga tipako,Ma te momo umanga,Nga hokonga tapoi,Nga uepu Maori,Orau,23,2020,1 me 2 me 4 me 5 me 8
Ripanga 16,Te whakamahi a nga umanga i te ipurangi,Ma te momo umanga,Nga umanga e whakamahi ana i te ipurangi,Nga umanga katoa o Aotearoa,Orau o te tapeke katoa o nga umanga,96,2014,1
Ripanga 16,Te whakamahi a nga umanga i te ipurangi,Ma te momo umanga,Nga umanga e whakamahi ana i te ipurangi,Nga umanga katoa o Aotearoa,Orau o te tapeke katoa o nga umanga,96,2016,1
Ripanga 16,Te whakamahi a nga umanga i te ipurangi,Ma te momo umanga,Nga umanga e whakamahi ana i te ipurangi,Nga umanga katoa o Aotearoa,Orau o te tapeke katoa o nga umanga,97,2018,1
Ripanga 16,Te whakamahi a nga umanga i te ipurangi,Ma te momo umanga,Nga umanga e whakamahi ana i te ipurangi,Nga umanga katoa o Aotearoa,Orau o te tapeke katoa o nga umanga,97,2020,1 me 2
Ripanga 16,Te whakamahi a nga umanga i te ipurangi,Ma te momo umanga,Nga hokonga a-ipurangi hei orau o nga hokonga katoa: 10% heke iho ranei,Nga umanga katoa o Aotearoa,Orau o nga umanga he hoko ipurangi,51,2014,1
Ripanga 16,Te whakamahi a nga umanga i te ipurangi,Ma te momo umanga,Nga hokonga a-ipurangi hei orau o nga hokonga katoa: 10% heke iho ranei,Nga umanga katoa o Aotearoa,Orau o nga umanga he hoko ipurangi,48,2016,1
Ripanga 16,Te whakamahi a nga umanga i te ipurangi,Ma te momo umanga,Nga hokonga a-ipurangi hei orau o nga hokonga katoa: 10% heke iho ranei,Nga umanga katoa o Aotearoa,Orau o nga umanga he hoko ipurangi,41,2018,1
Ripanga 16,Te whakamahi a nga umanga i te ipurangi,Ma te momo umanga,Nga hokonga a-ipurangi hei orau o nga hokonga katoa: 10% heke iho ranei,Nga umanga katoa o Aotearoa,Orau o nga umanga he hoko ipurangi,42,2020,1 me 2
Ripanga 16,Te whakamahi a nga umanga i te ipurangi,Ma te momo umanga,Nga hokonga a-ipurangi hei orau o nga hokonga katoa: Neke atu i te 10%,Nga umanga katoa o Aotearoa,Orau o nga umanga he hoko ipurangi,36,2014,1
Ripanga 16,Te whakamahi a nga umanga i te ipurangi,Ma te momo umanga,Nga hokonga a-ipurangi hei orau o nga hokonga katoa: Neke atu i te 10%,Nga umanga katoa o Aotearoa,Orau o nga umanga he hoko ipurangi,38,2016,1
Ripanga 16,Te whakamahi a nga umanga i te ipurangi,Ma te momo umanga,Nga hokonga a-ipurangi hei orau o nga hokonga katoa: Neke atu i te 10%,Nga umanga katoa o Aotearoa,Orau o nga umanga he hoko ipurangi,37,2018,1
Ripanga 16,Te whakamahi a nga umanga i te ipurangi,Ma te momo umanga,Nga hokonga a-ipurangi hei orau o nga hokonga katoa: Neke atu i te 10%,Nga umanga katoa o Aotearoa,Orau o nga umanga he hoko ipurangi,38,2020,1 me 2
Ripanga 16,Te whakamahi a nga umanga i te ipurangi,Ma te momo umanga,Nga hokonga a-ipurangi hei orau o nga hokonga katoa: Kore kau,Nga umanga katoa o Aotearoa,Orau o nga umanga he hoko ipurangi,13,2014,1
Ripanga 16,Te whakamahi a nga umanga i te ipurangi,Ma te momo umanga,Nga hokonga a-ipurangi hei orau o nga hokonga katoa: Kore kau,Nga umanga katoa o Aotearoa,Orau o nga umanga he hoko ipurangi,14,2016,1
Ripanga 16,Te whakamahi a nga umanga i te ipurangi,Ma te momo umanga,Nga hokonga a-ipurangi hei orau o nga hokonga katoa: Kore kau,Nga umanga katoa o Aotearoa,Orau o nga umanga he hoko ipurangi,22,2018,1
Ripanga 16,Te whakamahi a nga umanga i te ipurangi,Ma te momo umanga,Nga hokonga a-ipurangi hei orau o nga hokonga katoa: Kore kau,Nga umanga katoa o Aotearoa,Orau o nga umanga he hoko ipurangi,20,2020,1 me 2
Ripanga 16,Te whakamahi a nga umanga i te ipurangi,Ma te momo umanga,Whakamahia ai te ipurangi hei tutohu tono mo nga hua me nga ratonga,Nga umanga katoa o Aotearoa,Orau o nga umanga he whai ipurangi,46,2014,1
Ripanga 16,Te whakamahi a nga umanga i te ipurangi,Ma te momo umanga,Whakamahia ai te ipurangi hei tutohu tono mo nga hua me nga ratonga,Nga umanga katoa o Aotearoa,Orau o nga umanga he whai ipurangi,50,2016,1
Ripanga 16,Te whakamahi a nga umanga i te ipurangi,Ma te momo umanga,Whakamahia ai te ipurangi hei tutohu tono mo nga hua me nga ratonga,Nga umanga katoa o Aotearoa,Orau o nga umanga he whai ipurangi,57,2018,1
Ripanga 16,Te whakamahi a nga umanga i te ipurangi,Ma te momo umanga,Whakamahia ai te ipurangi hei tutohu tono mo nga hua me nga ratonga,Nga umanga katoa o Aotearoa,Orau o nga umanga he whai ipurangi,60,2020,1 me 2
Ripanga 16,Te whakamahi a nga umanga i te ipurangi,Ma te momo umanga,Nga umanga e whakamahi ana i te ipurangi,"Nga umanga iti, wawaenga Maori",Orau o te tapeke katoa o nga umanga,98,2014,1 me 4
Ripanga 16,Te whakamahi a nga umanga i te ipurangi,Ma te momo umanga,Nga umanga e whakamahi ana i te ipurangi,"Nga umanga iti, wawaenga Maori",Orau o te tapeke katoa o nga umanga,96,2016,1 me 4
Ripanga 16,Te whakamahi a nga umanga i te ipurangi,Ma te momo umanga,Nga umanga e whakamahi ana i te ipurangi,"Nga umanga iti, wawaenga Maori",Orau o te tapeke katoa o nga umanga,98,2018,1 me 4
Ripanga 16,Te whakamahi a nga umanga i te ipurangi,Ma te momo umanga,Nga umanga e whakamahi ana i te ipurangi,"Nga umanga iti, wawaenga Maori",Orau o te tapeke katoa o nga umanga,97,2020,1 me 2 me 4
Ripanga 16,Te whakamahi a nga umanga i te ipurangi,Ma te momo umanga,Nga hokonga a-ipurangi hei orau o nga hokonga katoa: 10% heke iho ranei,"Nga umanga iti, wawaenga Maori",Orau o nga umanga he hoko ipurangi,51,2014,1 me 4
Ripanga 16,Te whakamahi a nga umanga i te ipurangi,Ma te momo umanga,Nga hokonga a-ipurangi hei orau o nga hokonga katoa: 10% heke iho ranei,"Nga umanga iti, wawaenga Maori",Orau o nga umanga he hoko ipurangi,52,2016,1 me 4
Ripanga 16,Te whakamahi a nga umanga i te ipurangi,Ma te momo umanga,Nga hokonga a-ipurangi hei orau o nga hokonga katoa: 10% heke iho ranei,"Nga umanga iti, wawaenga Maori",Orau o nga umanga he hoko ipurangi,40,2018,1 me 4
Ripanga 16,Te whakamahi a nga umanga i te ipurangi,Ma te momo umanga,Nga hokonga a-ipurangi hei orau o nga hokonga katoa: 10% heke iho ranei,"Nga umanga iti, wawaenga Maori",Orau o nga umanga he hoko ipurangi,35,2020,1 me 2 me 4
Ripanga 16,Te whakamahi a nga umanga i te ipurangi,Ma te momo umanga,Nga hokonga a-ipurangi hei orau o nga hokonga katoa: Neke atu i te 10%,"Nga umanga iti, wawaenga Maori",Orau o nga umanga he hoko ipurangi,35,2014,1 me 4
Ripanga 16,Te whakamahi a nga umanga i te ipurangi,Ma te momo umanga,Nga hokonga a-ipurangi hei orau o nga hokonga katoa: Neke atu i te 10%,"Nga umanga iti, wawaenga Maori",Orau o nga umanga he hoko ipurangi,41,2016,1 me 4
Ripanga 16,Te whakamahi a nga umanga i te ipurangi,Ma te momo umanga,Nga hokonga a-ipurangi hei orau o nga hokonga katoa: Neke atu i te 10%,"Nga umanga iti, wawaenga Maori",Orau o nga umanga he hoko ipurangi,46,2018,1 me 4
Ripanga 16,Te whakamahi a nga umanga i te ipurangi,Ma te momo umanga,Nga hokonga a-ipurangi hei orau o nga hokonga katoa: Neke atu i te 10%,"Nga umanga iti, wawaenga Maori",Orau o nga umanga he hoko ipurangi,40,2020,1 me 2 me 4
Ripanga 16,Te whakamahi a nga umanga i te ipurangi,Ma te momo umanga,Nga hokonga a-ipurangi hei orau o nga hokonga katoa: Kore kau,"Nga umanga iti, wawaenga Maori",Orau o nga umanga he hoko ipurangi,18,2014,1 me 4
Ripanga 16,Te whakamahi a nga umanga i te ipurangi,Ma te momo umanga,Nga hokonga a-ipurangi hei orau o nga hokonga katoa: Kore kau,"Nga umanga iti, wawaenga Maori",Orau o nga umanga he hoko ipurangi,5,2016,1 me 4
Ripanga 16,Te whakamahi a nga umanga i te ipurangi,Ma te momo umanga,Nga hokonga a-ipurangi hei orau o nga hokonga katoa: Kore kau,"Nga umanga iti, wawaenga Maori",Orau o nga umanga he hoko ipurangi,16,2018,1 me 4
Ripanga 16,Te whakamahi a nga umanga i te ipurangi,Ma te momo umanga,Nga hokonga a-ipurangi hei orau o nga hokonga katoa: Kore kau,"Nga umanga iti, wawaenga Maori",Orau o nga umanga he hoko ipurangi,25,2020,1 me 2 me 4
Ripanga 16,Te whakamahi a nga umanga i te ipurangi,Ma te momo umanga,Whakamahia ai te ipurangi hei tutohu tono mo nga hua me nga ratonga,"Nga umanga iti, wawaenga Maori",Orau o nga umanga he whai ipurangi,52,2014,1 me 4
Ripanga 16,Te whakamahi a nga umanga i te ipurangi,Ma te momo umanga,Whakamahia ai te ipurangi hei tutohu tono mo nga hua me nga ratonga,"Nga umanga iti, wawaenga Maori",Orau o nga umanga he whai ipurangi,50,2016,1 me 4
Ripanga 16,Te whakamahi a nga umanga i te ipurangi,Ma te momo umanga,Whakamahia ai te ipurangi hei tutohu tono mo nga hua me nga ratonga,"Nga umanga iti, wawaenga Maori",Orau o nga umanga he whai ipurangi,57,2018,1 me 4
Ripanga 16,Te whakamahi a nga umanga i te ipurangi,Ma te momo umanga,Whakamahia ai te ipurangi hei tutohu tono mo nga hua me nga ratonga,"Nga umanga iti, wawaenga Maori",Orau o nga umanga he whai ipurangi,59,2020,1 me 2 me 4
Ripanga 16,Te whakamahi a nga umanga i te ipurangi,Ma te momo umanga,Nga umanga e whakamahi ana i te ipurangi,Nga umanga tapoi Maori,Orau o te tapeke katoa o nga umanga,S,2014,1 me 5
Ripanga 16,Te whakamahi a nga umanga i te ipurangi,Ma te momo umanga,Nga umanga e whakamahi ana i te ipurangi,Nga umanga tapoi Maori,Orau o te tapeke katoa o nga umanga,100,2016,1 me 5
Ripanga 16,Te whakamahi a nga umanga i te ipurangi,Ma te momo umanga,Nga umanga e whakamahi ana i te ipurangi,Nga umanga tapoi Maori,Orau o te tapeke katoa o nga umanga,100,2018,1 me 5
Ripanga 16,Te whakamahi a nga umanga i te ipurangi,Ma te momo umanga,Nga umanga e whakamahi ana i te ipurangi,Nga umanga tapoi Maori,Orau o te tapeke katoa o nga umanga,100,2020,1 me 2 me 5
Ripanga 16,Te whakamahi a nga umanga i te ipurangi,Ma te momo umanga,Nga hokonga a-ipurangi hei orau o nga hokonga katoa: 10% heke iho ranei,Nga umanga tapoi Maori,Orau o nga umanga he hoko ipurangi,S,2014,1 me 5
Ripanga 16,Te whakamahi a nga umanga i te ipurangi,Ma te momo umanga,Nga hokonga a-ipurangi hei orau o nga hokonga katoa: 10% heke iho ranei,Nga umanga tapoi Maori,Orau o nga umanga he hoko ipurangi,37,2016,1 me 5
Ripanga 16,Te whakamahi a nga umanga i te ipurangi,Ma te momo umanga,Nga hokonga a-ipurangi hei orau o nga hokonga katoa: 10% heke iho ranei,Nga umanga tapoi Maori,Orau o nga umanga he hoko ipurangi,C,2018,1 me 5
Ripanga 16,Te whakamahi a nga umanga i te ipurangi,Ma te momo umanga,Nga hokonga a-ipurangi hei orau o nga hokonga katoa: 10% heke iho ranei,Nga umanga tapoi Maori,Orau o nga umanga he hoko ipurangi,C,2020,1 me 2 me 5
Ripanga 16,Te whakamahi a nga umanga i te ipurangi,Ma te momo umanga,Nga hokonga a-ipurangi hei orau o nga hokonga katoa: Neke atu i te 10%,Nga umanga tapoi Maori,Orau o nga umanga he hoko ipurangi,S,2014,1 me 5
Ripanga 16,Te whakamahi a nga umanga i te ipurangi,Ma te momo umanga,Nga hokonga a-ipurangi hei orau o nga hokonga katoa: Neke atu i te 10%,Nga umanga tapoi Maori,Orau o nga umanga he hoko ipurangi,70,2016,1 me 5
Ripanga 16,Te whakamahi a nga umanga i te ipurangi,Ma te momo umanga,Nga hokonga a-ipurangi hei orau o nga hokonga katoa: Neke atu i te 10%,Nga umanga tapoi Maori,Orau o nga umanga he hoko ipurangi,76,2018,1 me 5
Ripanga 16,Te whakamahi a nga umanga i te ipurangi,Ma te momo umanga,Nga hokonga a-ipurangi hei orau o nga hokonga katoa: Neke atu i te 10%,Nga umanga tapoi Maori,Orau o nga umanga he hoko ipurangi,64,2020,1 me 2 me 5
Ripanga 16,Te whakamahi a nga umanga i te ipurangi,Ma te momo umanga,Nga hokonga a-ipurangi hei orau o nga hokonga katoa: Kore kau,Nga umanga tapoi Maori,Orau o nga umanga he hoko ipurangi,S,2014,1 me 5
Ripanga 16,Te whakamahi a nga umanga i te ipurangi,Ma te momo umanga,Nga hokonga a-ipurangi hei orau o nga hokonga katoa: Kore kau,Nga umanga tapoi Maori,Orau o nga umanga he hoko ipurangi,0,2016,1 me 5
Ripanga 16,Te whakamahi a nga umanga i te ipurangi,Ma te momo umanga,Nga hokonga a-ipurangi hei orau o nga hokonga katoa: Kore kau,Nga umanga tapoi Maori,Orau o nga umanga he hoko ipurangi,C,2018,1 me 5
Ripanga 16,Te whakamahi a nga umanga i te ipurangi,Ma te momo umanga,Nga hokonga a-ipurangi hei orau o nga hokonga katoa: Kore kau,Nga umanga tapoi Maori,Orau o nga umanga he hoko ipurangi,C,2020,1 me 2 me 5
Ripanga 16,Te whakamahi a nga umanga i te ipurangi,Ma te momo umanga,Whakamahia ai te ipurangi hei tutohu tono mo nga hua me nga ratonga,Nga umanga tapoi Maori,Orau o nga umanga he whai ipurangi,S,2014,1 me 5
Ripanga 16,Te whakamahi a nga umanga i te ipurangi,Ma te momo umanga,Whakamahia ai te ipurangi hei tutohu tono mo nga hua me nga ratonga,Nga umanga tapoi Maori,Orau o nga umanga he whai ipurangi,80,2016,1 me 5
Ripanga 16,Te whakamahi a nga umanga i te ipurangi,Ma te momo umanga,Whakamahia ai te ipurangi hei tutohu tono mo nga hua me nga ratonga,Nga umanga tapoi Maori,Orau o nga umanga he whai ipurangi,75,2018,1 me 5
Ripanga 16,Te whakamahi a nga umanga i te ipurangi,Ma te momo umanga,Whakamahia ai te ipurangi hei tutohu tono mo nga hua me nga ratonga,Nga umanga tapoi Maori,Orau o nga umanga he whai ipurangi,80,2020,1 me 2 me 5
Ripanga 16,Te whakamahi a nga umanga i te ipurangi,Ma te momo umanga,Nga umanga e whakamahi ana i te ipurangi,Nga uepu Maori,Orau o te tapeke katoa o nga umanga,92,2014,1 me 3
Ripanga 16,Te whakamahi a nga umanga i te ipurangi,Ma te momo umanga,Nga umanga e whakamahi ana i te ipurangi,Nga uepu Maori,Orau o te tapeke katoa o nga umanga,S,2016,1 me 3
Ripanga 16,Te whakamahi a nga umanga i te ipurangi,Ma te momo umanga,Nga umanga e whakamahi ana i te ipurangi,Nga uepu Maori,Orau o te tapeke katoa o nga umanga,92,2018,1 me 3
Ripanga 16,Te whakamahi a nga umanga i te ipurangi,Ma te momo umanga,Nga umanga e whakamahi ana i te ipurangi,Nga uepu Maori,Orau o te tapeke katoa o nga umanga,100,2020,1 me 2 me 3
Ripanga 16,Te whakamahi a nga umanga i te ipurangi,Ma te momo umanga,Nga hokonga a-ipurangi hei orau o nga hokonga katoa: 10% heke iho ranei,Nga uepu Maori,Orau o nga umanga he hoko ipurangi,50,2014,1 me 3
Ripanga 16,Te whakamahi a nga umanga i te ipurangi,Ma te momo umanga,Nga hokonga a-ipurangi hei orau o nga hokonga katoa: 10% heke iho ranei,Nga uepu Maori,Orau o nga umanga he hoko ipurangi,S,2016,1 me 3
Ripanga 16,Te whakamahi a nga umanga i te ipurangi,Ma te momo umanga,Nga hokonga a-ipurangi hei orau o nga hokonga katoa: 10% heke iho ranei,Nga uepu Maori,Orau o nga umanga he hoko ipurangi,40,2018,1 me 3
Ripanga 16,Te whakamahi a nga umanga i te ipurangi,Ma te momo umanga,Nga hokonga a-ipurangi hei orau o nga hokonga katoa: 10% heke iho ranei,Nga uepu Maori,Orau o nga umanga he hoko ipurangi,39,2020,1 me 2 me 3
Ripanga 16,Te whakamahi a nga umanga i te ipurangi,Ma te momo umanga,Nga hokonga a-ipurangi hei orau o nga hokonga katoa: Neke atu i te 10%,Nga uepu Maori,Orau o nga umanga he hoko ipurangi,42,2014,1 me 3
Ripanga 16,Te whakamahi a nga umanga i te ipurangi,Ma te momo umanga,Nga hokonga a-ipurangi hei orau o nga hokonga katoa: Neke atu i te 10%,Nga uepu Maori,Orau o nga umanga he hoko ipurangi,S,2016,1 me 3
Ripanga 16,Te whakamahi a nga umanga i te ipurangi,Ma te momo umanga,Nga hokonga a-ipurangi hei orau o nga hokonga katoa: Neke atu i te 10%,Nga uepu Maori,Orau o nga umanga he hoko ipurangi,27,2018,1 me 3
